z,theta_v,Ep_obs,Fp,T90
1.7051485308429153,4.240474720048283,102.82860903859991,12.300127285344217,0.1733658044347575
2.771388359008497,2.5107110567240722,443.65391437888115,2.5226080383363083,0.3805899395762987
1.3178784543547843,3.876423387915423,367.8076701295926,1.0982803719418301,0.7293780752828414
4.697218213273905,2.6806685670137798,470.5793966673919,0.6925137270682721,1.494197094259075
2.1104485873596612,5.034925314373566,78.6959184836552,3.0458648946273117,0.11904931376816791
1.525709487309233,3.483722122614909,359.8510498294769,0.9439208231888695,0.8109882760249574
1.5024724382570493,1.5257168695243064,2771.671977915575,5.144705460512276,1.2371892840920875
0.5797350708537055,3.726861899847376,149.2742846394703,2.5427235763224374,1.3706484076892245
4.117862758030174,3.648257995879244,203.393362572346,1.42281609762238,0.3687943799184779
6.302040715642783,2.5280050245049446,275.0490158703657,4.242989094591454,0.18420673934643395
1.4648385616406223,2.587284961644154,222.33941869889094,3.308723591282561,0.6181331303873551
1.4974988673829364,2.4461801229965885,1020.129463756762,0.9304983903367796,1.9178351396067248
2.252256864804066,1.383153926068827,371.2531584668086,11.161466683836766,1.1861985281019292
1.8987387179618773,2.513560041706367,353.3666896282221,5.943869895267081,0.9451384568329501
1.9267467592422807,3.343034909906937,185.53014405968486,2.447479106504715,0.703217310765493
1.866868554988065,1.7454604653160632,910.1674772646975,0.6550985902767087,1.9776253597423177
3.2625329268783236,2.513560041706367,132.83686444642086,3.5553294987412163,0.13660178055982156
1.688841465272791,3.530417203361524,200.81728397502238,1.179937967740886,1.0172976757168357
2.035097576975194,2.6506795130703704,413.8741879682775,0.6757205940133882,1.319423431989767
2.961214870978672,1.8574004942539781,448.42507167823004,12.803940676307592,0.09418181628123731
1.667621199574377,3.3180494683740633,828.5934920590236,3.0238782954262984,0.3256378785198769
0.9126499229696516,4.511402358339206,616.0926000092925,1.3789829516085557,1.0069035994525555
1.717992701458674,2.6191855934300565,424.5407642350317,4.164757671269164,0.7596968132126715
1.2796900336384436,3.2442119291785785,225.4390852246786,1.325353159026933,1.1183457520669666
2.5700425541455636,2.1105065386144135,1224.4607525220251,1.5076729179668338,1.4470303377159828
1.9959924847587276,3.876423387915423,132.88720120032596,4.072240917885252,0.12473267915984498
0.9569032838274061,2.4708080135042443,953.8784976682799,7.657404231608851,0.8679785420331394
2.1143861915948294,2.513560041706367,436.5800004502961,3.1244786315264625,0.7413412670338156
2.402322500756183,2.722844684830085,234.74647518888304,2.9792646438180177,0.24022129060379907
1.11278038921898,1.2861401909027317,913.0479982349736,0.6636369131117761,1.7977602320576511
1.435991436660582,3.970758045604565,258.09257001720624,1.314605663990482,0.3629214910213129
1.3611946689196683,2.7558500391368366,2331.783214925709,2.6015089523322277,0.5229292640904223
2.328777847172688,5.4596440474564405,318.8440059093475,2.4367454625358054,0.4653296962378195
1.1765315788540454,0.9058054886517384,1573.054013136415,2.050650618128734,0.2488236410521841
1.2561203427923608,2.2924576991472327,1616.9665517683038,2.646368921440674,0.6038578146961521
1.4955069561963152,3.837947455586922,1013.1440141262295,5.398822313903193,0.09959496965759422
1.193264287203748,2.1105065386144135,633.6512471262827,3.5006752506366983,0.5069649773744422
0.406999498830241,2.6296743561068863,1175.4431933298033,93.59340539409422,0.1752618502650522
0.9989230869277153,3.7833873690755975,1542.0875132020972,2.0562858966876436,0.5536538142705832
1.2731320462805256,3.1326213175205244,880.7543826861012,1.1460622264986757,1.3363744833999813
2.7292773092812728,3.060675733264951,135.61694741914002,11.35208445322073,0.2593297977266537
1.6222873969114304,3.287517088029101,770.3542643349689,6.121703038332968,0.10114880032786214
1.6867977955082543,5.227954339339577,171.96251743205195,1.807688725305284,0.9034213953719895
0.6695937024874354,5.194357993468152,515.7223008896134,1.0739856391596065,1.687904784992967
0.48433233701485623,5.034392691083927,510.03582076213587,9.349819499491117,0.16582972014451128
1.0850844087343012,2.376597773571701,322.96855255835015,84.80241084184884,0.07072731838733302
1.6760914088757146,3.2187442612657295,841.3109645636455,1.7528255974385478,0.5466284850128919
1.7113329153532453,4.068513194951604,344.6644801842969,0.8892266230406591,1.4958233290856846
3.270790237349771,1.41149491352741,714.0944264854793,3.7055811972443173,0.10787702105228324
1.3205624034837906,1.41149491352741,4039.49839660382,4.466092334903111,0.30144711157805715
1.4178922434356434,3.2605496269487535,797.9343055871027,1.2427481823480284,1.4287489516646985
1.201099969806358,3.3999177756232197,145.16605115444875,1.4919318573069535,1.241062865047501
1.8793027990072293,2.3936225929050843,423.26132415451883,1.9614222649384818,1.0479220043369937
0.9239661820326839,3.7825131766240654,191.52962753547044,11.653257740564976,0.26864593888120547
2.1568309889537423,2.4461801229965885,158.6126436156223,8.42578472275266,0.31553134582561043
1.1920946432715969,2.8063919198999643,1675.2725097346733,2.486002949631323,0.8931476969994719
2.2152720532313865,2.4461801229965885,752.4502594443611,2.1887139846371224,0.47184468887261366
3.4401172360112273,2.206526490635459,344.5560868106652,0.9238137418016398,0.7848858094579982
1.7436357253477914,3.6370960260306022,844.2911870538517,2.4817066751047685,0.34210226514329833
1.9075483221519032,4.300910843604171,813.8957717969572,1.010281217190017,1.5624951246840644
0.852855463479921,3.876423387915423,224.37273422163378,10.401284401598875,0.3691449181820552
3.262522392036643,2.1211405731826596,168.69367132472638,1.6423027203246985,0.5287435736175148
0.32470929890467426,4.068513194951604,839.1180072430531,7.068732852430677,1.542579281612495
1.3745383961967046,3.81705674581039,342.9331314274735,2.1621774982001205,1.128614699387263
2.602736710260901,0.984758742298561,414.2395462812867,2.0506660471910956,0.20959367674412996
1.3073776252392042,1.4052048289772725,747.8715397108609,3.1315673044062886,0.2776109827442782
3.7670910073697694,1.4052048289772725,1419.4065720879642,11.248662484863772,0.16588623228887564
0.72512292057317,4.915525718438324,172.36852530647013,3.3740605640840164,0.18366806284246928
1.966050187839861,3.726861899847376,242.1881995449645,0.9466751413981447,0.921484013499108
0.6327370685996461,4.514410105358583,362.68244260308643,1.7584838168011552,1.4694849667350645
1.3696042778083504,1.439575360373381,1116.611635905686,1.533522892806407,0.750774458084039
1.4589262958770068,2.6882524245408317,1858.616294071272,2.959666065761038,1.740154908566445
0.7595411738835747,3.0200760672144957,1976.898375284399,3.6848942802523337,0.7241051436502823
0.5268497657336919,0.9039733502838871,6890.602756287167,4.498453332541327,0.906484660362281
1.4866165692509554,4.076631101825898,120.98492043023859,2.46211376010435,0.6884432535257238
2.6137860014272567,1.9818623197169978,839.6474514103816,1.9249388822398112,1.1524260218281734
1.7526540623399693,4.136333908721348,532.6790453154973,1.1884694251945631,0.9362931166615959
1.7603965151917533,3.5412826130590824,594.7484517211141,0.8829319694293883,1.207604105041015
1.864337701063608,3.726861899847376,542.5600116507977,1.1394325059120147,1.0322630161450141
1.404624582316118,3.2605496269487535,1385.1449233314845,0.9973444636770583,1.752086428716769
0.5087367581552757,5.96282273092842,158.09233066694426,13.903947051200301,0.13128199355792933
1.4172627134709206,2.104024297687075,1198.3584718708673,3.27921905435939,0.6053764751332911
1.721909259034332,4.174143839016769,680.9556421091511,3.7422254093018728,0.4758526428522165
0.7913785841340688,1.3625921361561895,676.1131039220163,21.59950474298729,0.5430100941710619
1.5026877312412061,0.9825491816758877,529.3443521170551,10.522925375267118,0.23452745634687697
1.2692702259859145,3.0640092976143647,1385.9180428172817,13.326846195384546,0.5580426863581278
1.9376460312384953,3.9697907689948515,260.20177777896333,0.8763540235454798,0.9637154063842686
1.8394262526994698,4.444516734337488,235.7806048053843,0.9877340498321758,0.715220668399124
2.0951137625771414,1.8813377475861952,1263.1291109699966,1.5841371869856924,0.5862991288146264
1.6338232235143635,3.2605496269487535,120.22920717374579,1.2627814201645786,0.9017191572583245
3.0405635993956537,2.9069670004751016,114.06635785151974,1.3420938744415472,1.9457000948966943
2.7309128520241277,2.2587383455984384,721.3612704954019,1.9628105509872737,0.4664563554985734
4.548588847652015,3.316198445834905,161.8883307919639,1.6947672455479037,0.1641197187362775
1.7356712411267816,1.704217685252418,1709.5989576569236,1.499364470146176,0.6856450225955787
1.5493267932811259,2.880246457303554,457.4028855086054,7.622964971905004,1.3451022812804865
3.1252416496721196,1.949599417303673,541.0370221089588,0.7562643263377236,1.1847186265791079
2.204545200819181,2.740833956853282,218.6236550312654,0.85081993470379,1.609584359009929
2.805930687085543,4.671961696870373,158.86217155880288,0.9476789403725638,0.8192203801793229
0.8806584489406917,1.8002928056202838,857.9829838549679,7.1272920264364155,0.9393476678653744
1.3402301622653492,2.5240517586681834,702.3496394587546,1.3042698054153505,1.0995804680181487
0.8315414665958887,2.690146501302594,4013.6018952882005,11.071775911429878,0.6615514903963731
1.3998833083025746,2.5896202684356173,1421.5989425472562,15.126919473135352,0.25385392913233207
0.6399934596410644,2.5280050245049446,759.5768679358192,13.727813419304606,0.4923692274658826
1.274248838359962,2.4245218395604367,589.0019343157094,43.80988579927441,0.5960156869813543
0.536858294348866,4.334279874747363,285.49523889464285,1.3620871482461896,1.3665187940051098
1.2930835076217653,3.2010001100922834,152.73421253060332,55.70562037168309,0.13956925139759996
0.25939256378917763,4.6041889798705204,876.9684099932518,7.913632317281196,0.8643170418383022
1.9706058152826391,1.550574264465596,358.2125417905232,3.5166996137827313,0.9233316434162843
1.6617809954501697,4.086174848174051,294.57522318833577,2.2482187280014854,0.5213020761749209
1.1907074594208202,3.2665762929885966,1278.3624786532991,26.150968933454106,0.16038828090458482
2.252146600633708,2.7553810817218443,202.7014611684781,4.878450608594028,0.22887016779315736
2.260573385186044,3.044381798411347,229.949801583465,3.8393856756890345,1.226360854153921
1.486664129338855,2.870752049979335,605.700597054428,2.0049459570089785,0.5920136205637089
1.3902276401579052,2.951710974485281,367.8288305665751,3.003764423277819,1.003198175368488
1.9276342480804844,2.7914126237844115,284.7179300726675,1.2623409216728214,1.2919052457755842
0.8005137435012948,2.0253332942080906,1229.3650932474372,3.285149575523014,1.6610659106690175
1.4751985208663019,3.2669041792957674,684.0381691337411,4.8571395201579435,0.612926479707614
1.2953260859066758,3.6819190739456182,281.7130451718707,0.6032648772538141,1.8467332353577932
2.206357604658534,4.687157150186659,395.1557235601927,1.0364482673197926,1.1771688973894692
1.3866242340429298,1.7096735777859602,440.93381992821196,6.005111997151942,0.3149184372086849
0.3071256146868988,3.226886731131402,280.1896312779783,72.26093518219389,0.3706718122816764
2.0665067078920885,4.488803841802385,327.1626283415747,2.1865587636012394,0.1731538520261091
2.555014121084494,2.1898662851624886,317.13770813598313,4.282573472276501,0.23691499191717316
2.920580702715991,0.6726126461221231,270.4325585074962,1.9119427096950807,1.734556808444007
1.7630183440306095,2.0253332942080906,525.2974448871917,0.9084707431932185,1.8706255545561523
1.2490514658024878,3.5412826130590824,1430.171305722845,1.1616246083555024,1.4085652775670432
1.564713587761628,5.128197996222119,128.09823822199348,3.5543402277161524,0.060463925535682
1.1079592104318685,4.476025690621952,772.4555627542634,1.181020475012728,0.9955638433263769
1.6767835385380963,2.6882524245408317,412.8618537695065,6.300982540765886,0.22914937784425035
2.728653418375766,4.4520401548524235,105.2182621753942,2.47024490320644,0.3331677181712292
1.091744371012104,3.8541846049761292,340.86973739002167,0.9393000662674148,1.214122644106818
2.8232186575146736,3.0640092976143647,437.9987767331323,2.5935113536740495,0.6432864097333972
1.620118766537428,0.8909530698594604,949.636245767649,14.308861054105742,0.14522975845414982
1.3337382533641096,3.537605781846696,432.9416326780968,7.597804918164799,0.27974063903604846
1.3815468382805376,0.9791527989158537,1094.918309549415,1.1484898336843763,1.05563640173371
0.5738782977421137,4.999049233474664,188.16989483920128,0.8174282909810744,1.521961457347926
1.739466568431025,3.1180588390687705,707.5358936268094,1.2748851612320538,0.7433537180310187
1.920767464486639,0.5757073995770772,522.5607188962788,1.738261913392961,0.7854159249903381
1.8295413400495124,0.830542113964738,367.39517043085993,2.7290000307091464,0.5720286409445213
1.3335375289349338,2.690146501302594,542.0343394322656,1.036620361947743,1.4665970964254016
1.4523239951032325,3.4192394460558706,1138.9552013283578,2.0499324066469025,1.1317189363318019
1.5713104819885855,4.076631101825898,68.72636163528034,1.5670796995372724,0.6908681583706906
0.8317036794436967,0.984758742298561,1247.488638106382,16.48983583479271,0.14861755481877822
1.125661649569735,3.7953190052124715,615.8070702973971,6.061370267181658,0.13119400642085896
0.3869533385931456,3.105649519692593,1558.6705484066183,45.885833254066206,0.8032680023139805
0.6075941675222403,1.8851966784517769,6227.462960751994,3.4141458405846503,1.214447326654694
1.539379679078266,2.1211405731826596,2305.5739571403547,2.0914858981271824,1.3810716206307918
1.0012210786517919,2.0031863900257605,804.8568790744148,5.572827148352342,0.45029087942430324
1.029152392130956,1.6608900169924787,307.15346891485876,9.616073293491887,0.542091268652472
2.066605604369834,3.18436522576261,239.19212628983755,1.0784145791288433,0.7636042331463571
0.7750557013598824,3.8619133317182524,201.4305815334065,6.565208828887083,0.38370257453401496
1.7672252540349032,2.587284961644154,1208.9831274183534,15.733963094982595,1.3312154867648074
0.9757328899393718,1.2374220890499967,844.4280763419429,2.0877323545462207,0.7954863389569397
2.8075793432260654,2.5107110567240722,436.0968148674578,0.6624814025736414,1.3918125952633127
2.204491866035774,2.704757665328028,179.66227407169652,1.8230034726477014,0.8820701957168772
1.858450523108779,2.0364126522861254,678.2465128359053,2.1761008426605466,0.6413199079598497
0.9576529992059455,3.9393891095151092,343.25955548105856,0.9556191987242357,1.5812431440754275
1.5877209966663202,0.7685894833723542,712.5943531148031,2.7011504036303005,0.6563001100056582
2.2868592669706245,1.5602554743100283,371.1887484707282,7.824952635502398,0.2395133331302667
0.8749167621408622,2.870752049979335,1664.151934929685,7.462722193392863,0.4659455470736697
2.256535655330383,2.7388898451702777,278.197692776708,5.546376303669125,1.4528571137533335
1.3909985007850372,3.8652640865633527,414.824982694729,2.0464716721278586,0.4326042057647858
1.0684576500111849,4.123661606457687,621.5900298521436,3.900001122543643,0.48621188738731946
3.296130532246983,1.704217685252418,226.35325673465965,2.0429466709947963,0.5626358818829214
1.600166035110191,2.320474722464591,1017.2014157697381,1.7917610482250472,0.4392163576966196
2.0587071275244937,2.9532165734435623,470.1490870959069,0.8915729855220308,1.1168724695135968
1.8452643326901157,3.837947455586922,145.9935586491546,1.888063154162125,0.15054247578558738
1.9476048501046415,3.88196135729802,684.0155510649882,16.644788508113695,1.0793389874500459
1.767183494204355,2.7558500391368366,635.7823597779304,1.0771051405826246,1.3438747006598382
0.2863816299775701,3.483722122614909,674.0091393906312,21.08317391393509,0.992566228121668
0.9085147332341013,5.268619786470475,118.58013161798213,3.068522793430525,0.08080379699328538
1.5695031628689158,4.056165740302019,149.8529616444048,0.8797534094895652,0.6130537252844814
3.267858574216076,3.105649519692593,160.48561556733247,4.939493182690653,0.48499010866046127
1.3519608793477929,3.88435604914811,199.01650143898394,4.23339055219502,0.466233570035805
0.9666515555768846,0.5438606947513589,579.4104101032774,1.6399287365766688,1.1778807099032695
0.9668755697677935,2.765384096901652,675.120250922571,10.76461601645876,0.5695536070324344
4.171023374625685,1.550574264465596,239.73642774470727,0.8503414467566259,0.5612542581763637
0.914043495049601,3.116471357285,1361.5850254325483,2.082005902924872,1.4443626268969967
0.7999380027040566,0.3416720943226845,341.1773740838447,4.738695894259186,0.6305754811115319
0.7480044287948147,2.635357432471426,1230.198478756775,12.358318290522595,1.399701042349944
0.5890027527125641,4.71334208494275,274.5485930601231,0.9933047923940161,0.7658890669706125
2.0490282845419046,2.955478788416712,545.4086462700833,2.2868471402340704,0.6024282058710569
1.5292826942770787,3.2605496269487535,195.6566250021971,15.956652067324743,0.25719419878059674
3.0890311689016077,3.5073488925942398,163.7392119975799,0.6739357952221112,1.7372143725726865
2.362057221822476,1.6764287472832768,811.0091293799011,5.661614882988295,0.4275544764057098
0.5652340517243775,2.5280050245049446,4498.373918561553,24.01314070229733,0.6868293129002252
2.038008504527904,2.327575621237266,522.6826739858966,2.554181199262576,0.43210851141650153
1.5340526146014484,2.1105065386144135,851.2459755901535,4.078169836398226,1.7066865597679617
1.0358718503724096,3.8966110307846304,463.1001422596236,1.0867006365362357,1.3355956483363562
3.674717064043895,3.428720116365884,225.96796903555955,1.3642986295163007,1.78668168745281
1.8112233821452222,3.096376160840323,800.0785038764452,2.7646684564704884,0.6928103479595382
1.4777822000238707,0.24013030589510453,323.02418431387065,0.8809657512602269,0.48040399379397253
0.8647508983323062,2.4461801229965885,1658.631138663475,4.791780743666532,0.8103158810008412
2.123067861223985,3.54100229054482,153.12578042606432,2.1233636454215756,0.3135252411096151
1.4380927204111593,3.6456222593587433,300.84910208296316,1.7863966207576252,0.7973783023635009
0.6294218187226281,4.957400380172752,175.61493246763928,0.6882174290997146,1.2189105047176072
1.160914982577708,2.2587383455984384,353.96768455191824,1.5271194417313378,1.578342709225627
1.154088521455618,1.704217685252418,461.70982138639897,4.6843127475847455,0.5014851520780206
0.45321974134212906,3.4192394460558706,1038.2018883314022,42.3270045554811,0.2542916074252794
2.129276072875171,2.5293016694898243,535.9524806896866,3.44460151822029,0.30994141499988104
2.3425646358705934,3.2665762929885966,402.5077686913725,1.9112876560328635,0.6685651213170273
0.9647937670291098,4.7497357096906505,242.8350834697043,1.2631149596513378,0.5875095803256594
3.5551520616381396,3.2414977186586373,374.66713323324416,3.002544758746867,0.4404006788466282
3.2585719039386376,2.259065627579605,812.0978837914885,2.175400597808324,1.0016048169546146
1.4081483083544537,1.6771012715509566,412.8409650087624,33.631418784423275,0.32374100052892396
2.519662253141817,2.320418626497136,287.31317477365405,1.3062508161572008,1.598141313247716
1.0092033222405186,4.6058978013407765,455.7699296021083,0.7431989723696418,1.8635423101201967
2.3521982727645625,1.7093194436937478,1275.9382224789263,2.2198915153239174,0.6306089003496367
2.7440427909175074,0.5757073995770772,264.5565550670337,4.192590063311036,0.05524979953202924
1.9875087215586245,3.2665762929885966,463.90203540358993,3.575148822209718,0.34458983416788486
2.549110713321133,3.300919631394847,271.1713419511907,1.00417743851465,0.8521253774974054
0.8661971532334121,4.693543111197308,214.56133941696186,43.27215461090515,0.2597831669713864
2.2369938115234693,2.846349388256085,137.55202512662348,5.131873102696537,0.5985966926989155
2.052154692834131,2.7558500391368366,945.2978633959732,1.000822094426309,1.4902566549033613
0.4859845995228227,2.8993001677802646,1098.4335471362465,14.984622557881561,1.7656346354171994
1.3452142133763498,2.722844684830085,1241.9994714833722,1.825187339132812,1.7729817174791342
3.0627932316046653,2.259065627579605,355.11357241528157,3.141668394841794,1.2080291903645406
1.5712154700233336,2.2924576991472327,1660.743426899663,3.127901793535303,0.25423470608411824
0.3837061905611945,0.3416720943226845,2956.2232941418947,2.2274239651968233,1.5090418921379785
0.6896560104620741,4.086174848174051,1301.4741246143258,3.0863879385989272,0.44566155852220646
0.962589722915626,3.8559192228102783,325.62904697938876,1.533022354600868,1.0138756055171458
3.324858817413828,3.287517088029101,250.22061455214958,2.7748836221127977,0.12008194361304776
2.0548819153399305,1.8813377475861952,469.20727478442484,0.946345781242882,1.4109882605399993
1.5837729611304794,2.5866547986473023,743.1834138060328,4.413501683295406,0.7301950381660167
1.0015318594029519,0.830542113964738,702.4292736714939,14.432444094141601,0.07510439815184848
1.3871285635437482,1.3262498212118656,662.3071503992767,0.997463375115075,1.1127524672031872
0.18902528308976208,5.942463286930018,186.19618820355313,3.0312089364193975,0.29184720030523104
0.8148817178074834,5.077374018157681,129.79454657355893,2.4994934091278616,0.11307102428356627
1.2552254638545062,2.642565530592786,556.7788598374966,9.544618698462692,0.2857598769186229
2.8556687034339316,2.1211405731826596,1567.382320405512,2.395991350293561,0.5611348956172211
0.747074405289945,3.4736364844347873,302.3210795359696,1.9292941464918225,1.3155630502619908
1.4730968355790832,0.5438606947513589,1404.195136898424,1.224536067644399,1.9395569757755577
1.455593324933386,3.8437841192786926,168.8912021730706,1.17239494474821,1.8702435382501608
0.739983506299098,3.9506556178418806,628.815184492903,2.0952103622092877,0.9636348745300064
1.0695288978851725,3.316198445834905,638.2417895797894,4.89204614631296,0.5580840360175066
1.6710318370676784,1.550574264465596,1301.9326439577073,4.849477132469564,0.29113875326037997
1.7590120088438295,3.4717504554368586,351.4455600222642,0.9492597809652321,0.7018561767703065
2.4677535177877754,1.8002928056202838,370.7774152525458,1.8385139502198442,0.43019856506631543
1.705011906560304,1.1548937841047735,489.1011520995771,1.2865055275758974,0.5210432785770169
1.4247092956349832,1.439575360373381,934.5678202542263,1.520541150247056,0.9277245282512158
3.1195965047477934,1.7096735777859602,142.35424271830638,209.25884999832905,0.15613385927084442
2.4279256178339392,2.104024297687075,339.06435019483087,1.725771098979679,1.5373323509045942
2.089854660568265,2.722844684830085,347.05220124529217,1.5574228566441928,0.7170673561537676
0.6760876023607589,1.2861401909027317,949.4952000623122,3.9313112765268508,1.0894848881228443
1.3837628416943422,3.4717504554368586,262.15699762617095,1.895665901721838,0.6562465351612334
1.1833745206414745,1.5557612804874101,1519.638250896739,1.201234247774007,1.5034674503282477
1.1343052478715627,2.9435534929906533,158.6712333483975,1.9414994730296935,0.9956961329894964
1.9246209587866705,2.5390020196040033,813.1799986036519,1.1580552891573894,1.1597272142293376
2.7497868500532983,2.733206157549362,243.5423048338838,0.8435301557633396,1.1980688277989218
1.7274183427478231,4.028300981723373,492.15765693664923,1.2000863197578644,0.6067117137060392
1.0696410392599773,0.9825491816758877,2071.378548587413,37.78246993127921,0.12002915349381106
0.5791236538246589,1.3262498212118656,1037.5391811971288,3.5955972624701826,1.2423079539629565
3.2037000212695528,4.041637233490435,316.6493673697951,0.7919562048316247,0.9982044861776905
2.281437064747171,1.8813377475861952,364.6132643901211,5.62270742429286,0.8304896898388099
1.8859990250210235,3.632765467907363,576.6391443207041,1.8723716657702523,0.4835385649797838
2.1336568647527723,3.117283767577956,531.570973181915,5.624773241284525,0.11686813562372524
5.015215347367628,2.8133407048724717,710.2139322911704,1.2647220392233534,1.8272916670307529
1.283070024993842,3.54100229054482,858.4675787536177,2.762932935949858,0.8075492158311026
0.5466206137820631,1.5431303448318727,524.8543480238235,8.224198511600376,1.2586266519019997
2.4679309423103795,3.8620787576058935,449.6128401611868,10.972185979245554,0.09572195931779069
0.39207855847697104,1.3471729739879765,3124.094228632549,9.020485466295865,1.3547247528424604
